OLE_CRCL_DSK_LOCN_ID,OLE_CRCL_DSK_ID,OLE_CRCL_DSK_LOCN,OLE_CRCL_PICKUP_DSK_LOCN
1954,2,620,DUKE/PERKINS/PKF
1955,3,620,DUKE/PERKINS/PKF
1956,4,620,DUKE/PERKINS/PKF
1957,5,620,DUKE/PERKINS/PKF
1958,6,620,DUKE/PERKINS/PKF
1959,8,620,DUKE/PERKINS/PKF
1960,9,620,DUKE/PERKINS/PKF
1961,10,620,DUKE/PERKINS/PKF
1962,12,620,DUKE/PERKINS/PKF
1963,15,620,DUKE/PERKINS/PKF
1964,14,620,DUKE/PERKINS/PKF
1965,16,620,DUKE/PERKINS/PKF
1966,17,620,DUKE/PERKINS/PKF
1967,18,620,DUKE/PERKINS/PKF
1968,19,620,DUKE/PERKINS/PKF
1969,20,620,DUKE/PERKINS/PKF
1970,21,620,DUKE/PERKINS/PKF
1971,22,620,DUKE/PERKINS/PKF
1972,23,620,DUKE/PERKINS/PKF
1973,24,620,DUKE/PERKINS/PKF
1974,2,677,DUKE/PERKINS/PKQ
1975,3,677,DUKE/PERKINS/PKQ
1976,4,677,DUKE/PERKINS/PKQ
1977,5,677,DUKE/PERKINS/PKQ
1978,6,677,DUKE/PERKINS/PKQ
1979,8,677,DUKE/PERKINS/PKQ
1980,9,677,DUKE/PERKINS/PKQ
1981,10,677,DUKE/PERKINS/PKQ
1982,12,677,DUKE/PERKINS/PKQ
1983,15,677,DUKE/PERKINS/PKQ
1984,14,677,DUKE/PERKINS/PKQ
1985,16,677,DUKE/PERKINS/PKQ
1986,17,677,DUKE/PERKINS/PKQ
1987,18,677,DUKE/PERKINS/PKQ
1988,19,677,DUKE/PERKINS/PKQ
1989,20,677,DUKE/PERKINS/PKQ
1990,21,677,DUKE/PERKINS/PKQ
1991,22,677,DUKE/PERKINS/PKQ
1992,23,677,DUKE/PERKINS/PKQ
1993,24,677,DUKE/PERKINS/PKQ
1994,2,677,DUKE/PERKINS/PKQ
1995,3,677,DUKE/PERKINS/PKQ
1996,4,677,DUKE/PERKINS/PKQ
1997,5,677,DUKE/PERKINS/PKQ
1998,6,677,DUKE/PERKINS/PKQ
1999,8,677,DUKE/PERKINS/PKQ
2000,9,677,DUKE/PERKINS/PKQ
2001,10,677,DUKE/PERKINS/PKQ
